,lot_area,lot_frontage,overall_qual,overall_cond,exter_qual2,exter_cond2,year_built,year_remod/add,home_age,total_house_sf,porch_sf,gr_liv_area,bsmt_sf,totrms_abvgrd,bedroom_abvgr,baths,date_blt_1945-1979,date_blt_1980-2010,lot_config_Corner,lot_config_CulDSac,lot_config_Inside,lotshape_reg_yn,zone_FV,zone_RL,zone_RM,house_type_1Fam,house_type_Twnhs,neighborhood_Edwards,neighborhood_IDOTRR,neighborhood_NAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_StoneBr,remodel_yn,fireplaces,fireplace_yn,pool_yn,fence_yn,railroad_yn,garage_cars,bsmt_ok_yn,bsmt_usable_yn,bsmt_cond_2,bsmt_qual_2,house_sf_x_overall_qual,overall_qual_x_overall_cond,bsmt_sf_x_cond2,bsmt_sf_x_hgt,saleprice
281,8232,89.0,9,5,5,3,2007,2008,3,3600.0,210,1800,1800.0,6,2,3.0,0,1,0,0,1,False,0,1,0,0,1,0,0,0,0,1,0,0,True,1,True,False,False,False,3.0,True,True,3,5,32400.0,45,5400.0,9000.0,370967
282,2280,24.0,6,6,3,3,1975,1975,35,2311.0,173,1456,855.0,6,3,2.5,1,0,0,0,0,True,0,1,0,0,1,0,0,0,0,0,0,0,False,1,True,False,False,False,2.0,True,True,3,3,13866.0,36,2565.0,2565.0,149900
283,8935,68.0,7,5,4,3,2002,2002,8,2491.0,280,1660,831.0,7,3,2.5,0,1,0,0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,False,0,False,False,False,False,2.0,True,False,3,4,17437.0,35,2493.0,3324.0,195000
284,9125,0.0,7,5,3,3,1992,1992,18,1866.0,150,1482,384.0,7,3,2.5,0,1,0,0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,False,1,True,False,False,False,2.0,True,False,3,4,13062.0,35,1152.0,1536.0,163900
285,11075,0.0,6,5,3,3,1984,1984,26,2712.0,322,1522,1190.0,7,3,2.0,0,1,1,0,0,True,0,1,0,1,0,0,0,0,0,0,0,0,False,1,True,False,True,False,2.0,True,False,3,4,16272.0,30,3570.0,4760.0,182000
286,13438,113.0,9,5,5,3,2008,2008,2,4226.0,398,2036,2190.0,9,3,3.0,0,1,1,0,0,False,0,1,0,1,0,0,0,0,0,0,0,0,False,1,True,False,False,False,3.0,True,True,3,5,38034.0,45,6570.0,10950.0,410000
287,11070,82.0,5,5,3,3,1991,1991,19,3177.0,0,1595,1582.0,5,2,3.0,0,1,0,0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,False,0,False,False,False,False,2.0,True,False,3,4,15885.0,25,4746.0,6328.0,152000
288,7800,65.0,7,5,4,3,2005,2005,5,2577.0,346,1686,891.0,8,3,2.5,0,1,0,0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,False,0,False,False,False,False,2.0,True,False,3,4,18039.0,35,2673.0,3564.0,184000
289,7060,78.0,7,5,3,4,1997,1998,13,2688.0,0,1344,1344.0,8,2,4.0,0,1,0,0,1,True,0,0,1,0,0,0,0,0,0,0,0,0,True,0,False,False,False,False,4.0,True,True,4,4,18816.0,35,5376.0,5376.0,206300
290,11836,0.0,5,5,3,3,1970,1970,40,3304.0,0,1652,1652.0,8,4,2.0,1,0,1,0,0,False,0,1,0,0,0,0,0,0,0,0,0,0,False,0,False,False,False,False,3.0,True,False,3,3,16520.0,25,4956.0,4956.0,146500
291,8382,60.0,4,5,3,3,1956,1956,54,2169.0,0,1337,832.0,5,3,1.0,1,0,0,0,1,True,0,1,0,1,0,0,0,1,0,0,0,0,False,0,False,False,False,False,1.0,True,False,3,3,8676.0,20,2496.0,2496.0,108000
292,10192,102.0,7,6,3,3,1968,1992,42,2490.0,196,1920,570.0,8,4,3.0,1,0,0,0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,True,1,True,False,True,False,2.0,True,False,3,3,17430.0,42,1710.0,1710.0,170000
293,4426,0.0,6,5,4,3,2004,2004,6,1696.0,140,848,848.0,3,1,2.0,0,1,0,0,1,True,0,0,1,0,1,0,0,0,0,0,0,0,False,0,False,False,False,False,2.0,True,True,3,4,10176.0,30,2544.0,3392.0,145000
294,2280,24.0,7,5,3,3,1975,1975,35,2112.0,54,1055,1057.0,4,2,2.5,1,0,0,0,0,True,0,1,0,0,1,0,0,0,0,0,0,0,False,1,True,False,False,False,2.0,True,True,3,4,14784.0,35,3171.0,4228.0,123000
295,2887,0.0,6,5,3,3,1996,1997,14,2582.0,307,1291,1291.0,6,2,2.0,0,1,0,0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,True,1,True,False,False,False,2.0,True,True,3,4,15492.0,30,3873.0,5164.0,173000
296,8520,60.0,6,8,3,4,1928,2003,82,1344.0,106,720,624.0,5,2,1.0,0,0,0,0,1,True,0,0,1,1,0,0,0,0,0,0,1,0,True,0,False,False,False,False,2.0,True,False,3,3,8064.0,48,1872.0,1872.0,105900
297,1596,21.0,4,5,3,3,1973,1973,37,1450.0,322,988,462.0,5,2,2.0,1,0,0,0,1,True,0,0,1,0,1,0,0,0,0,0,0,0,False,0,False,False,True,False,1.0,True,True,3,4,5800.0,20,1386.0,1848.0,91000
298,15600,78.0,5,7,3,3,1949,2005,61,2590.0,81,1523,1067.0,7,3,3.0,1,0,0,0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,True,1,True,False,False,False,1.0,True,False,3,3,12950.0,35,3201.0,3201.0,158000
299,9313,65.0,7,5,4,3,2004,2004,6,2592.0,299,1728,864.0,7,3,2.5,0,1,0,0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,False,0,False,False,False,False,2.0,True,False,3,4,18144.0,35,2592.0,3456.0,190000
300,11064,22.0,8,5,4,3,1995,1995,15,2469.0,220,1239,1230.0,4,1,2.5,0,1,0,1,0,False,0,1,0,0,1,0,0,0,0,0,0,0,False,1,True,False,False,False,2.0,True,False,3,4,19752.0,40,3690.0,4920.0,217500
301,9000,75.0,5,5,3,3,1958,1958,52,3106.0,0,1955,1151.0,7,4,2.0,1,0,0,0,1,True,0,0,1,1,0,0,1,0,0,0,0,0,False,0,False,False,False,False,1.0,True,True,3,3,15530.0,25,3453.0,3453.0,165500
302,12000,75.0,7,7,3,3,1941,1950,69,2268.0,0,1564,704.0,7,3,1.5,0,0,0,0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,True,1,True,False,False,False,1.0,True,True,3,3,15876.0,49,2112.0,2112.0,174500
303,7692,62.0,4,6,3,3,1954,1954,56,1620.0,0,1204,416.0,6,3,1.0,1,0,0,0,1,True,0,1,0,1,0,1,0,0,0,0,0,0,False,0,False,False,False,False,1.0,True,False,3,5,6480.0,24,1248.0,2080.0,100000
304,14267,81.0,6,6,3,3,1958,1958,52,2658.0,465,1329,1329.0,6,3,1.5,1,0,1,0,0,False,0,1,0,1,0,0,0,1,0,0,0,0,False,0,False,False,False,False,1.0,True,True,3,3,15948.0,36,3987.0,3987.0,172000
305,9675,75.0,5,6,3,3,1975,1975,35,1743.0,160,879,864.0,5,3,1.0,1,0,1,0,0,True,0,1,0,1,0,0,0,0,0,0,0,0,False,0,False,False,False,False,2.0,True,False,3,3,8715.0,30,2592.0,2592.0,120000
306,8400,60.0,4,4,2,2,1950,1950,60,1562.0,274,841,721.0,4,2,1.0,1,0,0,0,1,True,0,0,0,1,0,0,0,0,0,0,0,0,False,0,False,False,False,False,1.0,False,False,2,3,6248.0,16,1442.0,2163.0,82000
307,7500,50.0,6,6,3,3,1947,1950,63,2096.0,56,1312,784.0,6,3,1.5,1,0,0,0,1,True,0,1,0,1,0,0,0,1,0,0,0,0,True,0,False,False,False,False,2.0,True,False,3,3,12576.0,36,2352.0,2352.0,127000
308,9600,60.0,6,5,3,3,1917,1950,93,2793.0,259,2058,735.0,8,3,1.5,0,0,0,0,1,True,0,0,1,1,0,0,0,0,0,0,1,0,True,1,True,False,False,False,2.0,True,True,3,4,16758.0,30,2205.0,2940.0,129500
309,5814,0.0,8,5,4,3,1984,1984,26,2580.0,63,1360,1220.0,4,1,2.0,0,1,0,1,0,False,0,1,0,0,1,0,0,0,0,0,0,1,False,1,True,False,False,False,2.0,True,True,3,4,20640.0,40,3660.0,4880.0,187500
310,14860,0.0,8,5,4,3,2002,2003,8,3564.0,252,1786,1778.0,6,3,3.0,0,1,0,1,0,False,0,1,0,1,0,0,0,0,0,0,0,0,True,1,True,False,False,False,3.0,True,True,3,5,28512.0,40,5334.0,8890.0,300000
311,14803,0.0,6,5,3,3,1971,1971,39,2818.0,132,1993,825.0,8,4,2.5,1,0,0,1,0,False,0,1,0,1,0,0,0,0,0,0,0,0,False,1,True,False,True,False,2.0,True,True,3,3,16908.0,30,2475.0,2475.0,190000
312,7550,50.0,4,5,2,2,1920,1950,90,2313.0,0,1362,951.0,7,4,2.0,0,0,0,0,1,True,0,1,0,1,0,1,0,0,0,0,0,0,True,0,False,False,True,False,1.0,False,False,2,3,9252.0,20,1902.0,2853.0,96000
313,8125,65.0,7,5,4,3,2006,2007,4,2642.0,336,1550,1092.0,7,2,3.0,0,1,0,0,1,True,1,0,0,1,0,0,0,0,0,0,0,0,True,0,False,False,False,False,2.0,True,True,3,4,18494.0,35,3276.0,4368.0,241000
314,13673,40.0,5,5,3,4,1962,1962,48,2836.0,60,1696,1140.0,8,3,1.5,1,0,0,1,0,False,0,1,0,1,0,0,0,0,0,0,0,0,False,1,True,False,False,True,1.0,True,False,3,3,14180.0,25,3420.0,3420.0,143900
315,1533,21.0,4,5,3,3,1970,1970,40,1638.0,0,1092,546.0,5,3,1.5,1,0,0,0,1,True,0,0,1,0,1,0,0,0,0,0,0,0,False,0,False,False,False,False,1.0,True,True,3,3,6552.0,20,1638.0,1638.0,87550
316,7658,61.0,9,5,5,3,2005,2005,5,3504.0,360,1752,1752.0,6,2,3.0,0,1,0,0,1,True,0,1,0,0,1,0,0,0,0,1,0,0,False,1,True,False,False,False,2.0,True,True,3,5,31536.0,45,5256.0,8760.0,319900
317,12292,63.0,9,5,4,3,2006,2006,4,3567.0,324,2473,1094.0,11,4,2.5,0,1,0,1,0,False,0,1,0,1,0,0,0,0,0,0,0,1,False,1,True,False,False,False,3.0,True,True,4,5,32103.0,45,4376.0,5470.0,356383
318,11923,122.0,9,5,4,3,2007,2007,3,3600.0,560,1800,1800.0,7,2,2.0,0,1,1,0,0,False,0,1,0,1,0,0,0,0,0,0,0,0,False,0,False,False,False,False,2.0,True,False,3,5,32400.0,45,5400.0,9000.0,239000
319,10010,91.0,7,5,4,3,1993,1994,17,3277.0,583,2197,1080.0,9,4,3.5,0,1,0,0,1,True,0,1,0,1,0,0,0,0,1,0,0,0,True,1,True,False,False,False,3.0,True,False,3,4,22939.0,35,3240.0,4320.0,287500
320,12358,0.0,5,6,3,3,1941,1950,69,2102.0,237,1382,720.0,7,2,1.5,0,0,0,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,True,0,False,False,False,False,2.0,True,True,3,3,10510.0,30,2160.0,2160.0,128500
321,8577,63.0,7,5,4,3,2004,2004,6,2580.0,240,1733,847.0,7,3,2.5,0,1,0,0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,False,1,True,False,False,False,2.0,True,False,3,4,18060.0,35,2541.0,3388.0,185088
322,8640,72.0,7,5,4,3,2008,2008,2,2804.0,457,1402,1402.0,7,3,2.0,0,1,0,0,1,True,1,0,0,1,0,0,0,0,0,0,0,0,False,0,False,False,False,False,2.0,True,False,3,4,19628.0,35,4206.0,5608.0,229800
323,10447,62.0,5,6,3,3,1984,1984,26,1751.0,140,887,864.0,5,3,1.5,0,1,0,0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,False,0,False,False,False,False,1.0,True,True,3,3,8755.0,30,2592.0,2592.0,124500
324,9600,80.0,5,5,3,3,1968,1968,42,2102.0,0,1051,1051.0,6,3,2.0,1,0,1,0,0,True,0,1,0,1,0,0,0,1,0,0,0,0,False,0,False,False,False,False,2.0,True,True,3,3,10510.0,25,3153.0,3153.0,142000
325,4899,69.0,6,8,3,3,1920,1950,90,2265.0,164,1510,755.0,6,3,1.0,0,0,1,0,0,True,0,1,0,1,0,0,0,0,0,0,0,0,True,0,False,False,False,False,1.0,True,False,3,3,13590.0,48,2265.0,2265.0,149000
326,9246,87.0,5,5,3,3,1973,1973,37,3312.0,422,1656,1656.0,8,4,2.0,1,0,0,0,1,False,0,1,0,0,0,0,0,0,0,0,0,0,False,0,False,False,False,False,2.0,True,False,3,3,16560.0,25,4968.0,4968.0,135000
327,4928,0.0,6,5,3,3,1976,1976,34,2036.0,410,958,1078.0,5,2,2.0,1,0,0,0,1,False,0,1,0,0,1,0,0,0,0,0,0,0,False,1,True,False,False,False,2.0,True,True,3,4,12216.0,30,3234.0,4312.0,128000
328,12692,0.0,8,5,4,3,1992,1993,18,6428.0,705,3228,3200.0,10,4,4.0,0,1,0,0,1,False,0,1,0,1,0,0,0,0,1,0,0,0,True,1,True,False,False,False,2.0,True,True,3,4,51424.0,40,9600.0,12800.0,430000
329,7476,84.0,5,7,3,3,1968,1968,42,2080.0,188,1040,1040.0,5,3,2.5,1,0,1,0,0,True,0,1,0,1,0,0,0,0,0,0,0,0,False,0,False,False,False,False,2.0,True,True,3,3,10400.0,35,3120.0,3120.0,145000
330,5362,53.0,5,6,3,3,1910,2003,100,1911.0,323,1250,661.0,8,3,2.0,0,0,1,0,0,True,0,1,0,1,0,0,0,0,0,0,0,0,True,1,True,False,False,False,2.0,True,False,3,3,9555.0,30,1983.0,1983.0,139000
331,12090,78.0,6,7,3,3,1984,2003,26,2453.0,639,1868,585.0,7,3,3.5,0,1,0,0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,True,1,True,False,False,False,2.0,True,False,3,4,14718.0,42,1755.0,2340.0,178000
332,12539,96.0,10,5,5,3,2005,2006,5,4410.0,622,2790,1620.0,10,4,3.5,0,1,0,0,1,True,0,1,0,1,0,0,0,0,0,1,0,0,True,1,True,False,False,False,4.0,True,True,3,5,44100.0,50,4860.0,8100.0,460000
333,11888,0.0,6,6,3,3,1916,1994,94,2978.0,388,2134,844.0,10,5,2.0,0,0,0,0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,True,0,False,False,False,False,2.0,True,False,3,3,17868.0,36,2532.0,2532.0,214500
334,7082,0.0,5,8,3,3,1916,1995,94,2614.0,228,1928,686.0,10,5,2.0,0,0,0,0,1,True,0,0,0,0,0,0,0,0,0,0,0,0,True,0,False,False,False,False,0.0,True,False,3,3,13070.0,40,2058.0,2058.0,160000
335,8755,0.0,7,5,4,3,1999,1999,11,3052.0,168,2060,992.0,8,3,3.5,0,1,0,0,0,False,0,1,0,1,0,0,0,0,0,0,0,0,False,1,True,False,True,True,2.0,True,True,3,4,21364.0,35,2976.0,3968.0,214000
336,4080,68.0,6,8,3,3,1935,1998,75,2279.0,94,1378,901.0,6,3,1.0,0,0,0,0,1,True,0,0,1,1,0,0,0,0,0,0,1,0,True,0,False,False,False,False,1.0,True,False,3,3,13674.0,48,2703.0,2703.0,128900
337,32463,0.0,4,4,3,4,1961,1975,49,2871.0,439,1622,1249.0,7,3,2.0,1,0,0,0,1,True,0,1,0,0,0,0,0,0,0,0,0,0,True,1,True,False,False,False,4.0,True,False,3,3,11484.0,16,3747.0,3747.0,168000
338,12217,112.0,8,5,4,3,2007,2007,3,2835.0,422,1880,955.0,8,3,3.5,0,1,0,0,1,False,1,0,0,1,0,0,0,0,0,0,0,0,False,1,True,False,False,False,3.0,True,True,3,5,22680.0,40,2865.0,4775.0,310013
339,3696,0.0,8,5,4,3,1986,1986,24,2162.0,285,1088,1074.0,5,2,1.5,0,1,0,0,1,True,0,1,0,0,1,0,0,0,0,0,0,1,False,0,False,False,False,False,2.0,True,False,3,4,17296.0,40,3222.0,4296.0,170000
340,7560,70.0,5,5,3,3,1959,1959,51,2080.0,392,1040,1040.0,6,3,1.0,1,0,0,0,1,True,0,1,0,1,0,0,0,1,0,0,0,0,False,0,False,False,True,False,1.0,True,False,3,3,10400.0,25,3120.0,3120.0,133700
341,10592,55.0,6,7,3,4,1923,1996,87,2104.0,261,1502,602.0,7,3,1.5,0,0,0,0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,True,2,True,False,False,False,1.0,False,False,2,3,12624.0,42,1204.0,1806.0,165000
342,1680,21.0,6,3,3,3,1971,1971,39,1470.0,0,987,483.0,5,2,1.5,1,0,0,0,1,True,0,0,1,0,1,0,0,0,0,0,0,0,False,0,False,False,False,False,1.0,True,True,3,3,8820.0,18,1449.0,1449.0,89500
343,10382,75.0,6,5,3,2,1958,1958,52,1683.0,0,1095,588.0,6,2,2.0,1,0,0,0,1,True,0,1,0,0,0,0,0,1,0,0,0,0,False,0,False,False,False,False,1.0,True,True,3,3,10098.0,30,1764.0,1764.0,140000
344,2522,24.0,7,5,4,3,2004,2004,6,2679.0,80,1709,970.0,7,3,2.0,0,1,0,0,1,True,0,0,1,0,1,1,0,0,0,0,0,0,False,0,False,False,False,False,2.0,True,False,3,4,18753.0,35,2910.0,3880.0,134000
345,9370,70.0,6,5,4,3,1992,1993,18,2567.0,701,1731,836.0,7,3,3.5,0,1,0,0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,True,0,False,False,False,False,2.0,True,True,3,4,15402.0,30,2508.0,3344.0,248500
346,10246,0.0,4,9,3,4,1965,2001,45,1608.0,88,960,648.0,3,0,1.5,1,0,0,1,0,False,0,1,0,1,0,0,0,0,0,0,0,0,True,0,False,False,False,False,1.0,True,True,4,3,6432.0,36,2592.0,1944.0,145000
347,11475,85.0,6,6,3,3,1975,1975,35,2265.0,625,1552,713.0,6,3,3.5,1,0,0,0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,False,1,True,False,True,True,2.0,True,True,3,4,13590.0,36,2139.0,2852.0,179900
348,9986,75.0,8,5,4,3,2006,2007,4,3590.0,98,1795,1795.0,7,2,2.0,0,1,0,0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,True,1,True,False,False,False,3.0,True,False,3,5,28720.0,40,5385.0,8975.0,147000
349,10475,63.0,5,5,3,3,1991,1991,19,1898.0,22,1274,624.0,6,3,1.5,0,1,0,0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,False,0,False,False,True,False,2.0,True,True,3,4,9490.0,25,1872.0,2496.0,136000
350,6000,50.0,6,6,3,4,1940,1950,70,1768.0,0,1196,572.0,6,3,2.0,0,0,0,0,1,True,0,0,1,1,0,0,0,0,0,0,0,0,True,2,True,False,False,False,2.0,True,False,3,3,10608.0,36,1716.0,1716.0,128000
351,4280,50.0,4,9,3,4,1946,2001,64,1264.0,24,704,560.0,4,2,1.5,1,0,0,0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,True,0,False,False,False,False,1.0,True,False,3,2,5056.0,36,1680.0,1120.0,88750
352,10895,119.0,5,6,3,4,1955,1955,55,1944.0,205,972,972.0,5,3,1.0,1,0,1,0,0,True,0,1,0,1,0,0,0,1,0,0,0,0,False,0,False,False,True,False,1.0,True,True,3,3,9720.0,30,2916.0,2916.0,122500
353,17503,78.0,6,5,3,3,1948,1950,62,2370.0,192,1458,912.0,6,3,1.5,1,0,0,0,1,True,0,1,0,1,0,0,0,1,0,0,0,0,True,1,True,False,False,False,1.0,True,False,3,3,14220.0,30,2736.0,2736.0,97500
354,9723,109.0,6,7,3,3,1963,1963,47,2016.0,0,1008,1008.0,5,2,1.0,1,0,1,0,0,False,0,1,0,1,0,0,0,1,0,0,0,0,False,0,False,False,False,False,2.0,True,False,3,3,12096.0,42,3024.0,3024.0,135000
355,11694,90.0,9,5,5,3,2007,2007,3,3650.0,476,1828,1822.0,9,3,2.0,0,1,0,0,1,True,0,1,0,1,0,0,0,0,0,1,0,0,False,1,True,False,False,False,3.0,True,True,3,5,32850.0,45,5466.0,9110.0,314813
356,8470,105.0,3,2,2,2,1915,1982,95,2539.0,156,1526,1013.0,6,2,1.0,0,0,1,0,0,False,0,0,0,1,0,0,1,0,0,0,0,0,True,0,False,False,True,False,0.0,False,False,2,3,7617.0,6,2026.0,3039.0,85000
357,6000,50.0,6,9,4,3,1937,2000,73,1874.0,210,1176,698.0,4,2,1.0,0,0,0,0,1,True,0,0,1,1,0,0,0,0,0,0,0,0,True,0,False,False,False,False,2.0,True,False,3,3,11244.0,54,2094.0,2094.0,134900
358,10519,70.0,5,8,3,3,1955,1999,55,2114.0,0,1057,1057.0,6,3,1.5,1,0,0,0,1,True,0,1,0,1,0,1,0,0,0,0,0,0,True,0,False,False,False,False,1.0,True,False,3,3,10570.0,40,3171.0,3171.0,137000
359,10437,91.0,8,6,4,4,1995,1995,15,4222.0,328,2113,2109.0,7,2,3.5,0,1,0,0,1,False,0,1,0,1,0,0,0,0,1,0,0,0,False,1,True,False,False,False,3.0,True,True,3,4,33776.0,48,6327.0,8436.0,350000
360,7514,65.0,5,7,3,3,1967,1975,43,2330.0,240,1387,943.0,6,3,2.0,1,0,0,0,1,True,0,1,0,1,0,0,0,1,0,0,0,0,True,1,True,False,False,False,1.0,True,True,3,3,11650.0,35,2829.0,2829.0,145000
361,13654,118.0,9,5,4,3,2005,2006,5,4462.0,392,2758,1704.0,9,4,2.5,0,1,0,1,0,False,0,1,0,1,0,0,0,0,0,1,0,0,True,1,True,False,False,False,3.0,True,False,3,5,40158.0,45,5112.0,8520.0,418000
362,5747,48.0,3,4,3,3,1920,1950,90,1638.0,112,840,798.0,5,2,1.0,0,0,0,0,1,True,0,0,1,1,0,0,0,0,0,0,1,0,True,0,False,False,False,False,1.0,True,False,3,3,4914.0,12,2394.0,2394.0,64000
363,4500,55.0,5,5,3,3,1932,2000,78,2313.0,56,1520,793.0,6,3,1.0,0,0,0,0,1,False,0,0,0,1,0,0,0,0,0,0,0,0,True,0,False,False,False,False,1.0,True,True,3,3,11565.0,25,2379.0,2379.0,159434
364,11830,91.0,8,5,4,3,2007,2007,3,3084.0,388,1542,1542.0,6,3,3.0,0,1,0,0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,False,1,True,False,False,False,3.0,True,True,3,4,24672.0,40,4626.0,6168.0,260261
365,8520,71.0,5,4,3,2,1952,1952,58,2295.0,0,1385,910.0,6,4,2.0,1,0,1,0,0,True,0,1,0,1,0,0,0,1,0,0,0,0,False,0,False,False,True,False,2.0,True,True,3,3,11475.0,20,2730.0,2730.0,166000
366,6760,66.0,5,5,3,3,1962,1962,48,1832.0,364,936,896.0,6,3,2.0,1,0,0,0,1,True,0,1,0,1,0,0,0,1,0,0,0,0,False,1,True,False,False,False,1.0,True,True,3,3,9160.0,25,2688.0,2688.0,130000
367,6191,51.0,5,4,3,3,1941,1950,69,2112.0,0,1288,824.0,6,4,1.0,0,0,1,0,0,True,0,1,0,1,0,0,0,0,0,0,0,0,True,0,False,False,False,False,1.0,False,False,2,2,10560.0,20,1648.0,1648.0,112000
368,8700,80.0,5,6,3,4,1963,1963,47,2248.0,355,1128,1120.0,6,3,3.0,1,0,0,0,1,True,0,1,0,1,0,0,0,1,0,0,0,0,False,0,False,False,True,False,2.0,True,True,3,3,11240.0,30,3360.0,3360.0,155000
369,12003,92.0,8,5,4,3,2009,2010,1,2742.0,150,1968,774.0,8,4,2.5,0,1,1,0,0,True,0,1,0,1,0,0,0,0,0,0,0,0,True,1,True,False,False,False,3.0,True,False,3,5,21936.0,40,2322.0,3870.0,269500
370,12700,0.0,6,5,3,3,1964,1964,46,2492.0,138,1246,1246.0,6,3,2.0,1,0,0,0,1,False,0,1,0,1,0,0,0,1,0,0,0,0,False,2,True,False,False,False,2.0,True,True,3,3,14952.0,30,3738.0,3738.0,172000
371,13125,75.0,7,6,3,3,1940,1984,70,2540.0,0,1740,800.0,6,3,1.5,0,0,0,0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,True,2,True,False,False,False,1.0,True,False,3,3,17780.0,42,2400.0,2400.0,219500
372,8638,0.0,5,6,3,3,1963,1963,47,1850.0,351,925,925.0,5,2,2.0,1,0,0,0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,False,0,False,False,False,True,2.0,True,True,3,3,9250.0,30,2775.0,2775.0,133500
373,9967,76.0,7,5,3,3,2000,2000,10,1814.0,100,1430,384.0,8,3,2.5,0,1,0,0,1,False,0,1,0,1,0,0,0,0,0,0,0,0,False,1,True,False,False,False,2.0,True,False,3,4,12698.0,35,1152.0,1536.0,170000
374,9600,60.0,8,9,4,4,1900,2003,110,2496.0,756,1566,930.0,7,3,2.0,0,0,1,0,0,True,0,0,1,1,0,0,0,0,0,0,1,0,True,0,False,False,False,False,1.0,True,False,3,3,19968.0,72,2790.0,2790.0,150000
375,12774,0.0,5,5,3,3,1953,1953,57,1934.0,64,950,984.0,5,2,1.0,1,0,0,0,1,True,0,1,0,1,0,0,0,1,0,0,0,0,False,0,False,False,True,False,2.0,True,False,3,3,9670.0,25,2952.0,2952.0,130000
376,8163,70.0,5,6,3,4,1959,1959,51,2288.0,86,1144,1144.0,6,3,2.0,1,0,0,0,1,True,0,1,0,1,0,0,0,1,0,0,0,0,False,1,True,False,False,False,1.0,True,True,3,3,11440.0,30,3432.0,3432.0,143000
377,9900,90.0,5,5,3,4,1961,1961,49,2228.0,164,1114,1114.0,5,3,2.0,1,0,1,0,0,True,0,1,0,1,0,0,0,1,0,0,0,0,False,0,False,False,False,False,2.0,True,False,3,3,11140.0,25,3342.0,3342.0,140000
378,13651,95.0,7,6,3,4,1973,1973,37,4446.0,300,2223,2223.0,8,3,3.0,1,0,0,0,1,False,0,1,0,1,0,0,0,1,0,0,0,0,False,2,True,False,False,False,2.0,True,True,3,4,31122.0,42,6669.0,8892.0,244000
379,7200,60.0,5,7,3,3,1920,1996,90,1641.0,144,1111,530.0,6,3,1.0,0,0,0,0,1,True,0,0,1,1,0,0,1,0,0,0,0,0,True,0,False,False,False,False,1.0,False,False,2,3,8205.0,35,1060.0,1590.0,101000
380,9750,65.0,5,5,3,3,1958,1958,52,1920.0,0,960,960.0,5,3,1.0,1,0,0,0,1,True,0,0,1,1,0,0,0,0,0,0,1,0,False,0,False,False,False,False,2.0,True,False,3,3,9600.0,25,2880.0,2880.0,125000
381,11184,73.0,6,5,3,3,1998,1998,12,2565.0,78,1633,932.0,7,3,2.5,0,1,1,0,0,False,0,1,0,1,0,0,0,0,0,0,0,0,False,1,True,False,False,False,2.0,True,False,3,4,15390.0,30,2796.0,3728.0,183000
382,5520,92.0,6,6,3,3,1912,1950,98,2984.0,426,2229,755.0,8,5,1.0,0,0,1,0,0,True,0,0,1,1,0,0,0,0,0,0,1,0,True,0,False,False,True,False,0.0,True,False,3,3,17904.0,36,2265.0,2265.0,104000
383,6390,64.0,6,7,3,3,1954,1954,56,1920.0,0,984,936.0,4,2,2.0,1,0,1,0,0,True,0,1,0,1,0,0,0,1,0,0,0,0,False,0,False,False,True,False,1.0,True,False,3,3,11520.0,42,2808.0,2808.0,112500
384,10240,79.0,6,6,3,4,1980,1980,30,3372.0,646,1686,1686.0,7,3,3.0,0,1,0,0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,False,1,True,False,False,False,2.0,True,False,3,4,20232.0,36,5058.0,6744.0,207500
385,9316,78.0,7,5,4,3,2005,2005,5,3228.0,190,1614,1614.0,7,3,2.0,0,1,0,0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,False,1,True,False,False,False,2.0,True,True,3,4,22596.0,35,4842.0,6456.0,225000
386,7200,60.0,5,8,3,3,1972,1972,38,1728.0,0,864,864.0,5,3,1.0,1,0,0,0,1,True,0,1,0,1,0,0,0,0,0,0,0,0,False,0,False,False,True,False,1.0,True,False,3,3,8640.0,40,2592.0,2592.0,119900
